timestamp,src_id,dst_id,src_type,dst_type,relation,edge_label,node_label,src_node_label,dst_node_label,campaign_id,campaign_label,feat_original_edge_index
1.0,darpa_cadets:n0,darpa_cadets:n234717,type_1,type_0,rel_5,0,0,0,0,train:window_0,0,116.0
2.0,darpa_cadets:n3,darpa_cadets:n1526,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,352.0
3.0,darpa_cadets:n3,darpa_cadets:n1738,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,361.0
4.0,darpa_cadets:n3,darpa_cadets:n3235,type_0,type_3,rel_1,0,0,0,0,train:window_0,0,447.0
5.0,darpa_cadets:n3,darpa_cadets:n12857,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,923.0
6.0,darpa_cadets:n3,darpa_cadets:n13595,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,971.0
7.0,darpa_cadets:n3,darpa_cadets:n13909,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1003.0
8.0,darpa_cadets:n3,darpa_cadets:n14829,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1057.0
9.0,darpa_cadets:n3,darpa_cadets:n14963,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1068.0
10.0,darpa_cadets:n3,darpa_cadets:n16091,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1146.0
11.0,darpa_cadets:n3,darpa_cadets:n16353,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1163.0
12.0,darpa_cadets:n3,darpa_cadets:n16815,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1199.0
13.0,darpa_cadets:n3,darpa_cadets:n20238,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1427.0
14.0,darpa_cadets:n3,darpa_cadets:n23913,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1686.0
15.0,darpa_cadets:n3,darpa_cadets:n24340,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1718.0
16.0,darpa_cadets:n3,darpa_cadets:n25030,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1764.0
17.0,darpa_cadets:n3,darpa_cadets:n26188,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1843.0
18.0,darpa_cadets:n3,darpa_cadets:n27094,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,1886.0
19.0,darpa_cadets:n3,darpa_cadets:n29926,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,2038.0
20.0,darpa_cadets:n3,darpa_cadets:n32548,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,2232.0
21.0,darpa_cadets:n3,darpa_cadets:n39379,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,2733.0
22.0,darpa_cadets:n3,darpa_cadets:n42887,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,3004.0
23.0,darpa_cadets:n3,darpa_cadets:n44737,type_0,type_3,rel_1,0,0,0,0,train:window_0,0,3142.0
24.0,darpa_cadets:n3,darpa_cadets:n45402,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,3188.0
25.0,darpa_cadets:n3,darpa_cadets:n50701,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,3579.0
26.0,darpa_cadets:n3,darpa_cadets:n52896,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,3749.0
27.0,darpa_cadets:n3,darpa_cadets:n56092,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,3982.0
28.0,darpa_cadets:n3,darpa_cadets:n57764,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,4106.0
29.0,darpa_cadets:n3,darpa_cadets:n58098,type_0,type_3,rel_1,0,0,0,0,train:window_0,0,4132.0
30.0,darpa_cadets:n3,darpa_cadets:n59577,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,4245.0
31.0,darpa_cadets:n3,darpa_cadets:n61605,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,4401.0
32.0,darpa_cadets:n3,darpa_cadets:n86613,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,4495.0
33.0,darpa_cadets:n3,darpa_cadets:n105453,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,4529.0
34.0,darpa_cadets:n3,darpa_cadets:n106600,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,4624.0
35.0,darpa_cadets:n3,darpa_cadets:n109860,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,4868.0
36.0,darpa_cadets:n3,darpa_cadets:n139009,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,5439.0
37.0,darpa_cadets:n3,darpa_cadets:n140832,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,5574.0
38.0,darpa_cadets:n3,darpa_cadets:n144258,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,5837.0
39.0,darpa_cadets:n3,darpa_cadets:n152000,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,6436.0
40.0,darpa_cadets:n3,darpa_cadets:n153283,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,6536.0
41.0,darpa_cadets:n3,darpa_cadets:n156699,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,6802.0
42.0,darpa_cadets:n3,darpa_cadets:n156829,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,6808.0
43.0,darpa_cadets:n3,darpa_cadets:n161263,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,7153.0
44.0,darpa_cadets:n3,darpa_cadets:n163808,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,7345.0
45.0,darpa_cadets:n3,darpa_cadets:n170550,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,7868.0
46.0,darpa_cadets:n3,darpa_cadets:n171704,type_0,type_3,rel_1,0,0,0,0,train:window_0,0,7953.0
47.0,darpa_cadets:n3,darpa_cadets:n173406,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,8091.0
48.0,darpa_cadets:n3,darpa_cadets:n175261,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,8232.0
49.0,darpa_cadets:n3,darpa_cadets:n175663,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,8260.0
50.0,darpa_cadets:n3,darpa_cadets:n178362,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,8467.0
51.0,darpa_cadets:n3,darpa_cadets:n188216,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,9231.0
52.0,darpa_cadets:n3,darpa_cadets:n188360,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,9245.0
53.0,darpa_cadets:n3,darpa_cadets:n188503,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,9250.0
54.0,darpa_cadets:n3,darpa_cadets:n194598,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,9717.0
55.0,darpa_cadets:n3,darpa_cadets:n196582,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,9820.0
56.0,darpa_cadets:n3,darpa_cadets:n197721,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,9905.0
57.0,darpa_cadets:n3,darpa_cadets:n198625,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,9972.0
58.0,darpa_cadets:n3,darpa_cadets:n200779,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,10128.0
59.0,darpa_cadets:n3,darpa_cadets:n201212,type_0,type_3,rel_1,0,0,0,0,train:window_0,0,10164.0
60.0,darpa_cadets:n3,darpa_cadets:n205752,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,10509.0
61.0,darpa_cadets:n3,darpa_cadets:n206146,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,10536.0
62.0,darpa_cadets:n3,darpa_cadets:n210195,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,10826.0
63.0,darpa_cadets:n3,darpa_cadets:n211469,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,10909.0
64.0,darpa_cadets:n3,darpa_cadets:n217806,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,11323.0
65.0,darpa_cadets:n3,darpa_cadets:n222302,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,11606.0
66.0,darpa_cadets:n3,darpa_cadets:n222875,type_0,type_0,rel_8,0,0,0,0,train:window_0,0,11634.0
