timestamp,src_id,dst_id,src_type,dst_type,relation,edge_label,node_label,src_node_label,dst_node_label,campaign_id,campaign_label,feat_original_edge_index
1.0,streamspot:g48:n0,streamspot:g48:n133,type_0,type_2,rel_10,0,0,0,0,train:g48,0,132.0
2.0,streamspot:g48:n0,streamspot:g48:n228,type_0,type_2,rel_10,0,0,0,0,train:g48,0,227.0
3.0,streamspot:g48:n0,streamspot:g48:n322,type_0,type_2,rel_10,0,0,0,0,train:g48,0,321.0
4.0,streamspot:g48:n0,streamspot:g48:n418,type_0,type_2,rel_10,0,0,0,0,train:g48,0,417.0
5.0,streamspot:g48:n0,streamspot:g48:n523,type_0,type_2,rel_10,0,0,0,0,train:g48,0,522.0
6.0,streamspot:g48:n0,streamspot:g48:n536,type_0,type_2,rel_10,0,0,0,0,train:g48,0,535.0
7.0,streamspot:g48:n0,streamspot:g48:n620,type_0,type_2,rel_10,0,0,0,0,train:g48,0,619.0
8.0,streamspot:g48:n0,streamspot:g48:n728,type_0,type_2,rel_16,0,0,0,0,train:g48,0,727.0
9.0,streamspot:g48:n0,streamspot:g48:n892,type_0,type_2,rel_10,0,0,0,0,train:g48,0,891.0
10.0,streamspot:g48:n0,streamspot:g48:n980,type_0,type_2,rel_16,0,0,0,0,train:g48,0,979.0
11.0,streamspot:g48:n0,streamspot:g48:n1317,type_0,type_2,rel_10,0,0,0,0,train:g48,0,1316.0
12.0,streamspot:g48:n0,streamspot:g48:n1497,type_0,type_2,rel_10,0,0,0,0,train:g48,0,1496.0
13.0,streamspot:g48:n0,streamspot:g48:n1548,type_0,type_2,rel_10,0,0,0,0,train:g48,0,1547.0
14.0,streamspot:g48:n0,streamspot:g48:n1889,type_0,type_2,rel_10,0,0,0,0,train:g48,0,1888.0
15.0,streamspot:g48:n0,streamspot:g48:n1903,type_0,type_2,rel_10,0,0,0,0,train:g48,0,1902.0
16.0,streamspot:g48:n0,streamspot:g48:n1908,type_0,type_2,rel_10,0,0,0,0,train:g48,0,1907.0
17.0,streamspot:g48:n0,streamspot:g48:n1989,type_0,type_2,rel_10,0,0,0,0,train:g48,0,1988.0
18.0,streamspot:g48:n0,streamspot:g48:n2006,type_0,type_2,rel_10,0,0,0,0,train:g48,0,2005.0
19.0,streamspot:g48:n0,streamspot:g48:n2273,type_0,type_2,rel_16,0,0,0,0,train:g48,0,2259.0
20.0,streamspot:g48:n2283,streamspot:g48:n2407,type_0,type_2,rel_10,0,0,0,0,train:g48,0,2427.0
21.0,streamspot:g48:n2283,streamspot:g48:n2582,type_0,type_2,rel_10,0,0,0,0,train:g48,0,2605.0
22.0,streamspot:g48:n2283,streamspot:g48:n2669,type_0,type_2,rel_10,0,0,0,0,train:g48,0,2692.0
23.0,streamspot:g48:n2283,streamspot:g48:n2886,type_0,type_2,rel_10,0,0,0,0,train:g48,0,2909.0
24.0,streamspot:g48:n2283,streamspot:g48:n2920,type_0,type_2,rel_10,0,0,0,0,train:g48,0,2943.0
25.0,streamspot:g48:n2283,streamspot:g48:n3640,type_0,type_4,rel_6,0,0,0,0,train:g48,0,3537.0
26.0,streamspot:g48:n2283,streamspot:g48:n3912,type_0,type_2,rel_10,0,0,0,0,train:g48,0,3619.0
27.0,streamspot:g48:n2283,streamspot:g48:n4204,type_0,type_2,rel_1,0,0,0,0,train:g48,0,3944.0
28.0,streamspot:g48:n2283,streamspot:g48:n4257,type_0,type_2,rel_10,0,0,0,0,train:g48,0,3997.0
