node_id,node_index
darpa_theia:n0,0
darpa_theia:n10003,1
darpa_theia:n100054,2
darpa_theia:n1001,3
darpa_theia:n100120,4
darpa_theia:n10020,5
darpa_theia:n100254,6
darpa_theia:n100273,7
darpa_theia:n100411,8
darpa_theia:n10047,9
darpa_theia:n10048,10
darpa_theia:n10049,11
darpa_theia:n100498,12
darpa_theia:n1005,13
darpa_theia:n10050,14
darpa_theia:n10051,15
darpa_theia:n10052,16
darpa_theia:n10053,17
darpa_theia:n10054,18
darpa_theia:n10055,19
darpa_theia:n100555,20
darpa_theia:n10056,21
darpa_theia:n100565,22
darpa_theia:n10057,23
darpa_theia:n10058,24
darpa_theia:n10059,25
darpa_theia:n100597,26
darpa_theia:n10060,27
darpa_theia:n10061,28
darpa_theia:n10062,29
darpa_theia:n10078,30
darpa_theia:n10079,31
darpa_theia:n10080,32
darpa_theia:n10083,33
darpa_theia:n10085,34
darpa_theia:n100857,35
darpa_theia:n100874,36
darpa_theia:n1009,37
darpa_theia:n100948,38
darpa_theia:n101,39
darpa_theia:n101057,40
darpa_theia:n101078,41
darpa_theia:n101109,42
darpa_theia:n101147,43
darpa_theia:n101280,44
darpa_theia:n1013,45
darpa_theia:n101418,46
darpa_theia:n101438,47
darpa_theia:n101574,48
darpa_theia:n101576,49
darpa_theia:n101583,50
darpa_theia:n101666,51
darpa_theia:n10168,52
darpa_theia:n101693,53
darpa_theia:n1017,54
darpa_theia:n10177,55
darpa_theia:n101785,56
darpa_theia:n101796,57
darpa_theia:n101805,58
darpa_theia:n101825,59
darpa_theia:n101831,60
darpa_theia:n101941,61
darpa_theia:n101971,62
darpa_theia:n102068,63
darpa_theia:n1021,64
darpa_theia:n102102,65
darpa_theia:n102142,66
darpa_theia:n102340,67
darpa_theia:n102352,68
darpa_theia:n102386,69
darpa_theia:n1025,70
darpa_theia:n102513,71
darpa_theia:n102589,72
darpa_theia:n102627,73
darpa_theia:n102713,74
darpa_theia:n102719,75
darpa_theia:n102787,76
darpa_theia:n102821,77
darpa_theia:n102858,78
darpa_theia:n102859,79
darpa_theia:n1029,80
darpa_theia:n102973,81
darpa_theia:n103009,82
darpa_theia:n103014,83
darpa_theia:n103046,84
darpa_theia:n103193,85
darpa_theia:n1032,86
darpa_theia:n1033,87
darpa_theia:n103417,88
darpa_theia:n103434,89
darpa_theia:n103447,90
darpa_theia:n103484,91
darpa_theia:n103502,92
darpa_theia:n103512,93
darpa_theia:n103515,94
darpa_theia:n103521,95
darpa_theia:n103542,96
darpa_theia:n103551,97
darpa_theia:n103567,98
darpa_theia:n103570,99
darpa_theia:n103589,100
darpa_theia:n103646,101
darpa_theia:n103653,102
darpa_theia:n103655,103
darpa_theia:n103677,104
darpa_theia:n103690,105
darpa_theia:n103693,106
darpa_theia:n1037,107
darpa_theia:n103736,108
darpa_theia:n103767,109
darpa_theia:n10380,110
darpa_theia:n103859,111
darpa_theia:n10388,112
darpa_theia:n103888,113
darpa_theia:n103928,114
darpa_theia:n103967,115
darpa_theia:n103993,116
darpa_theia:n104186,117
darpa_theia:n104215,118
