node_id,node_index
streamspot:g120:n0,0
streamspot:g120:n1046,1
streamspot:g120:n1118,2
streamspot:g120:n1133,3
streamspot:g120:n1203,4
streamspot:g120:n1229,5
streamspot:g120:n1301,6
streamspot:g120:n1439,7
streamspot:g120:n1446,8
streamspot:g120:n152,9
streamspot:g120:n1557,10
streamspot:g120:n1693,11
streamspot:g120:n1716,12
streamspot:g120:n1883,13
streamspot:g120:n1929,14
streamspot:g120:n1932,15
streamspot:g120:n2017,16
streamspot:g120:n21,17
streamspot:g120:n2104,18
streamspot:g120:n2124,19
streamspot:g120:n2125,20
streamspot:g120:n2206,21
streamspot:g120:n2262,22
streamspot:g120:n2279,23
streamspot:g120:n2283,24
streamspot:g120:n2299,25
streamspot:g120:n2310,26
streamspot:g120:n2312,27
streamspot:g120:n2320,28
streamspot:g120:n2561,29
streamspot:g120:n2584,30
streamspot:g120:n2630,31
streamspot:g120:n2634,32
streamspot:g120:n2646,33
streamspot:g120:n2778,34
streamspot:g120:n2829,35
streamspot:g120:n2832,36
streamspot:g120:n2833,37
streamspot:g120:n2839,38
streamspot:g120:n3013,39
streamspot:g120:n3052,40
streamspot:g120:n3068,41
streamspot:g120:n3209,42
streamspot:g120:n3221,43
streamspot:g120:n3227,44
streamspot:g120:n3289,45
streamspot:g120:n3308,46
streamspot:g120:n3341,47
streamspot:g120:n3343,48
streamspot:g120:n3347,49
streamspot:g120:n3366,50
streamspot:g120:n3378,51
streamspot:g120:n3451,52
streamspot:g120:n3465,53
streamspot:g120:n3538,54
streamspot:g120:n3574,55
streamspot:g120:n3577,56
streamspot:g120:n3582,57
streamspot:g120:n3594,58
streamspot:g120:n3612,59
streamspot:g120:n3637,60
streamspot:g120:n3639,61
streamspot:g120:n3671,62
streamspot:g120:n3721,63
streamspot:g120:n3771,64
streamspot:g120:n378,65
streamspot:g120:n3785,66
streamspot:g120:n3807,67
streamspot:g120:n3864,68
streamspot:g120:n4074,69
streamspot:g120:n4228,70
streamspot:g120:n4242,71
streamspot:g120:n4273,72
streamspot:g120:n4363,73
streamspot:g120:n4366,74
streamspot:g120:n4379,75
streamspot:g120:n4383,76
streamspot:g120:n4463,77
streamspot:g120:n4509,78
streamspot:g120:n4536,79
streamspot:g120:n4575,80
streamspot:g120:n4657,81
streamspot:g120:n4705,82
streamspot:g120:n4831,83
streamspot:g120:n4863,84
streamspot:g120:n4977,85
streamspot:g120:n5041,86
streamspot:g120:n5042,87
streamspot:g120:n5095,88
streamspot:g120:n5360,89
streamspot:g120:n5368,90
streamspot:g120:n5455,91
streamspot:g120:n5546,92
streamspot:g120:n5662,93
streamspot:g120:n5705,94
streamspot:g120:n583,95
streamspot:g120:n5896,96
streamspot:g120:n6077,97
streamspot:g120:n613,98
streamspot:g120:n6166,99
streamspot:g120:n6170,100
streamspot:g120:n6178,101
streamspot:g120:n6189,102
streamspot:g120:n624,103
streamspot:g120:n63,104
streamspot:g120:n6393,105
streamspot:g120:n6402,106
streamspot:g120:n6539,107
streamspot:g120:n6671,108
streamspot:g120:n672,109
streamspot:g120:n721,110
streamspot:g120:n794,111
streamspot:g160:n0,112
streamspot:g160:n1090,113
